genres,app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy",Mighty Party: Kingsguy Pack,2017,714230,Panoramik Inc,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy, Early Access",Nation War:Chronicles,2017,669320,"Shanghai Yi Ming Network Technology Co., Ltd.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Casual, Indie",Shroom,2017,712440,Robert Ayodele Mensah,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,TS Marketplace: SECR 60FT Birdcage BR Crimson Add-on,2017,623263,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie, Strategy",LOGistICAL: Norway,2017,706380,Sacada,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Simulation,TS Marketplace: SECR 60FT Birdcage SR Green Add-On,2017,623265,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,TS Marketplace: SECR 60FT Birdcage SECR Crimson Lake Add-On,2017,623264,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Charlie the Duck,2017,691250,Mike Wiering,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Costumenaut,2017,645240,Yaida,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation",Onager!,2017,705440,rusty games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Simulation,DCS: Spitfire LF Mk IX,2017,411920,Eagle Dynamics SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Casual,Number World Adventure,2017,702300,Notus Games Ltd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Caligo,2017,629840,Krealit,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Free to Play, Indie",Raiders of the Broken Planet - Eternal Soldier Campaign,2017,436180,MercurySteam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",My Little Worms,2017,703210,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Raiders of the Broken Planet - Alien Myths Campaign,2017,462600,MercurySteam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Smart Junior Academy - Autumn,2017,709160,Format,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",SteamWorld Dig 2,2017,571310,Image &amp; Form,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Achievement Hunter: Dogger,2017,707600,putilin_industries,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",SpaceShot,2017,675940,Shevchenko Technology,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Free to Play, Indie, Strategy",Idle Champions of the Forgotten Realms - Bruenor's Starter Pack,2017,714850,Codename Entertainment Inc.,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Free to Play, Indie, Strategy",Idle Champions of the Forgotten Realms - Celeste's Starter Pack,2017,714860,Codename Entertainment Inc.,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Free to Play, Indie, Strategy",Idle Champions of the Forgotten Realms - Nayeli's Starter Pack,2017,714861,Codename Entertainment Inc.,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"Casual, Indie",Unbalance,2017,693300,Tvee Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Strategy",Legion Tale,2017,604040,Maulidan Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (5E),2017,614350,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (5E),2017,614300,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Indie, Simulation",Autocraft,2017,287220,Alientrap,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Indie, Racing",Miner Ultra Shooter,2017,708610,Manic Mind Game Lab,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Design &amp; Illustration, Photo Editing",openCanvas 7,2017,398810,PGN Inc,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Action, Indie, Strategy",MEG 9: Lost Echoes,2017,405190,Skunkwerks Kinetic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Adventure, Casual, Indie",Tricolour Lovestory,2017,668630,HL-Galgame,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Early Access",Containment Corps,2017,693830,Nimbus Interactive,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 5E Mini-Dungeon #022: Pleasure Den (5E),2017,614290,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Adventure, Casual, Indie, Simulation",Dr. Cares - Pet Rescue 911,2017,679770,Nitreal,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie",SnappleNoid,2017,710080,Verymax,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, Racing",Crossout - The Tramp Pack,2017,708500,Targem Games,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, Racing",Crossout - The Inventor pack,2017,719670,Targem Games,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, Racing",Crossout - Snake Bite Pack,2017,708490,Targem Games,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Action,Monster partner,2017,701620,yang1zhi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,A Plot Story,2017,699160,Shaman Games Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",SPIIIDERS,2017,711310,Chickenpig Software,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation, Strategy",Trivia Vault: Mini Mixed Trivia 4,2017,710120,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Simulation,Train Simulator: BR Class 419 MLV BEMU Add-On,2017,621924,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Early Access",Blast Out,2017,391530,Tarhead Studio,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",The Journey Down: Chapter Three,2017,579760,SkyGoblin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Simulation, Strategy",Stellaris: Synthetic Dawn Story Pack,2017,642750,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Casual, Indie",Another Lost Phone: Laura's Story,2017,689910,Accidental Queens,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Simulation, Strategy",Steel Division: Normandy 44 - Second Wave,2017,710800,Eugen Systems,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Action, Adventure, Indie, Early Access",Mystic Melee,2017,454770,Ben Hopkins,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",JumpFist,2017,707470,BoomCat Studios,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation, Strategy",Trivia Vault: Mini Mixed Trivia 3,2017,710110,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Adventure, Early Access",Zombies Berserk,2017,693280,JVWJ Games,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual",CHASER,2017,682640,Aditya Yadav,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Geometry World,2017,685120,Eder Gabriel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,Solenars Edge Rebirth: Nathuz Soundtrack,2017,698510,"Syu-Syu,Nathuz",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG, Simulation",Story of the Survivor : Prisoner,2017,676210,Kamil Szczepanik,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Action, Indie",Project Mercury,2017,702150,Raxasoft Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Free to Play, Indie",BLOKDODGE,2017,683670,"Maxwell Volz,David Zeiser",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",The Thing: Space X,2017,709700,LillyWelland inc.,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Free to Play, Massively Multiplayer, RPG",NosTale - Fairy Elemental Pack,2017,687251,"Entwell Co., Ltd.",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation, Sports, Strategy",Chess Ultra: Pantheon game pack,2017,638010,Ripstone,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"Action, Indie",Megatronic Void,2017,706690,Firestorm Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation, Strategy",Robo-orders,2017,703750,Dexion Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Casual, Indie, Simulation, Strategy",Caves!,2017,704490,Dexion Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Casual, Indie, RPG",Magic and Challenge RPG,2017,704500,Dexion Games,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG, Simulation",Dialogue: A Writer's Story,2017,654390,Tea-Powered Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Massively Multiplayer, RPG",Guardians of Ember,2017,463680,Runewaker,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation, Strategy",Surviving in the forest,2017,704460,Dexion Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Massively Multiplayer, RPG",Guardians of Ember - Deluxe DLC,2017,679010,Runewaker,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Massively Multiplayer, RPG",Guardians of Ember - Ultimate DLC,2017,679020,Runewaker,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Morphite,2017,661740,"Crescent Moon Games,We're Five Games,Blowfish Studios",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Booty Diver,2017,651610,Xavier Orion Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Racing, Early Access",Supersonic Tank Cats,2017,701080,Molegato,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Simulation",Goro,2017,710270,VB Studio,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Casual, Indie, Early Access",Interstellar Invaders,2017,680190,Interstellar Tortoise,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Strategy",SpaceDweller,2017,599510,Roman Kozhukhov,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Super Hydorah,2017,628800,"Locomalito,Gryzor87,Abylight",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Pankapu - Episode 2,2017,522750,Too Kind Studio,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Outskirts,2017,532900,Rezo Zero,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Free to Play, Strategy, Early Access",GUNS UP!,2017,446150,"Valkyrie Entertainment, LLC",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Simulation, Strategy",Terroir,2017,559910,General Interactive Co.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Strategy,Company of Heroes 2 - David Sheldrick Trust Charity Pattern Pack,2017,691120,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Casual, Simulation, Sports, Strategy",Football Mogul 18,2017,683600,"Sports Mogul, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Thrice Song Pack,2017,637739,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Thrice - “The Artist in the Ambulance”,2017,637740,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Thrice - “Deadbolt”,2017,637741,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Indie, Strategy",Ogre - Deluxe Official Soundtrack,2017,677090,Auroch Digital,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy",MachiaVillain,2012,555510,Wild Factor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Indie",SWARMRIDER OMEGA,2017,714240,Walter Machado,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Thrice - “Stare at the Sun”,2017,637742,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, RPG",Amiss 13: the Curse,2017,684830,Sim-plistic Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG, Strategy",Chainsaw Warrior - The Official Soundtrack,2017,706970,Auroch Digital,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Adventure, Casual, Indie, Simulation",Simulator hipstera 2k17,2017,699450,bch waves,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Simulation",VIRUS OF SURVIVORS:LIFE SIMULATOR,2017,709020,Theodor Niklas,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure",Lone Warrior,2017,633880,EHTechnology,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation, Strategy",Crankies Workshop: Whirlbot Assembly,2017,707370,Crankies Smartworks,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Indie, Early Access",City of Brass,2017,301840,Uppercut Games Pty Ltd,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation, Strategy",Trivia Vault: Mini Mixed Trivia 2,2017,706330,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Indie, Early Access",Brain Machine,2017,601120,Brainagi Games,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie, Sports, Strategy",Food Mahjong,2017,707610,Boogygames Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Adventure, Casual, Indie, Strategy",Jigsaw Puzzles,2017,707850,Boogygames Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Adventure, Casual, Indie",Magic Forest,2017,672290,Sultan.emr,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Early Access",BLACK DAY,2017,696650,Helios Production,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Free to Play, Massively Multiplayer, RPG",NosTale,2017,550470,"Entwell Co., Ltd.",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Simulation",Voxelaxy,2017,681750,Jakub Klementewicz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie, Simulation, Strategy",StockUp,2017,713100,EcoGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Adventure, Casual, Indie",Orb The Ball,2017,711450,"Dror Riov,Evgeny Osmet",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Massively Multiplayer, RPG",Orbs,2017,660450,I SHOW YOU,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
RPG,Solenars Edge Rebirth: SqueakyWafflez Soundtrack,2017,698430,"Syu-Syu,SqueakyWafflez",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Indie, Simulation",Silicon Zeroes,2017,684270,PleasingFungus Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RPG, Strategy",Endless Legend™ - Digital Artbook,2017,718570,AMPLITUDE Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Indie, Simulation",Silicon Zeroes - Original Soundtrack,2017,715420,Craig Barnes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Indie, RPG, Strategy",Fell Cargo (eBook) / Art of Man O' War: Corsair,2017,677130,Evil Twin Artworks,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Action, Casual, Indie",Mr. Dubstep,2017,654610,"Just1337 Studio,CybeRoar",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,Res Judicata: Vale of Myth - Add Map Pictures,2017,709960,Blue Booth Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",Eddy紫 ~Eddy Violet~ Soundtrack 原声音乐专辑,2017,707360,大谷 DGSpitzer,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",Galaxy Girls - Dakimakuras,2017,576612,BurstRay Games,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Best Time Kill,2017,678670,Anatoliy Loginovskikh,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Huygens Principle,2017,678770,CAT IN JAR GAMES,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, RPG, Simulation",Jellyfish,2017,700440,PanGuoJun,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Action, Casual, Indie, Strategy",Tower Miners,2017,690260,CaveDave,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Casual, Indie",Chaos and the White Robot,2017,698950,ILIN DMITRY IGOREVICH,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Early Access",Alchemage,2017,691390,Arupaca Laboratories,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Kamikaze Cube,2017,708430,"Nikita ""Ghost_RUS""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Crap Attack,2017,699950,Catom Games,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy, Early Access",Rise of Man,2017,670490,Darkcross Games,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Indie",Somewhere on Zibylon,2017,631920,Mykhail Konokh,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, RPG",Swords and Sandals Medieval,2017,672970,Whiskeybarrel Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Free to Play, Simulation",Microtransaction Simulator,2017,689090,chlsea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Indie, Simulation",OMEGA PATTERN - OST,2017,713240,Borokai Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Indie, Racing, Strategy",Vienna Automobile Society,2017,539560,Royal Polygon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Simulation, Sports",NBA 2K18,2017,577800,Visual Concepts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Adventure, Indie, RPG",The Hero Project: Redemption Season - The YouPower Project,2017,700430,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, RPG, Strategy",Divinity: Original Sin 2,2017,435150,Larian Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Adventure, RPG, Strategy",Divinity: Original Sin 2 - Divine Ascension,2017,715950,Larian Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Simulation,Flight Sim World: Epic Approaches Mission Pack,2017,630910,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Indie",The First Tree,2017,555150,David Wehle,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG",Grand Academy for Future Villains,2017,711240,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy",Ashes of the Singularity: Escalation - Juggernaut DLC,2017,649310,"Stardock Entertainment,Oxide Games",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Adventure, Casual, Indie, RPG, Simulation, Early Access",Fugl,2017,643810,Team Fugl,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Action, Indie, Strategy",OSES,2017,704990,Hifire Game Studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Racing, Sports",BAJA: Edge of Control HD,2017,623090,"2XL Games,Blitworks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access",Puzzle Pirates: Dark Seas,2017,552110,"Grey Havens, LLC",0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0
Simulation,Train Sim World®: Great Western Express,2017,577350,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Free to Play, Indie, Massively Multiplayer, RPG",Puzzle Pirates - Eminent Explorer Pack,2017,638630,"Grey Havens, LLC",0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Adventure, Free to Play, Indie, Massively Multiplayer, RPG",Puzzle Pirates - Defiant Armada pack,2017,704900,"Grey Havens, LLC",0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Early Access",Botlike - a robot's rampage,2017,643830,Binji,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Botlike - a robot's rampage - Soundtrack,2017,714600,"Binji,Breakdown Epiphanies",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Botlike - a robot's rampage - S.I.R. 9000 skin,2017,714710,Binji,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Strategy",NeoBoom,2017,696400,BJGameInd,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Slaughter at Splinterfang Gorge (5E),2017,713130,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Feasting at Lanterngeist (5E),2017,711270,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Mythic Monsters #6 - Oozes Too (PFRPG),2017,711280,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - 20 Things #17: Goblin Lair,2017,713900,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
